machine_id,timestamp,temperature,room_temp
M2,2024-01-02T00:50:00,70.1,27.06
M2,2024-01-02T01:00:00,89.19,25.06
M2,2024-01-02T01:10:00,63.77,24.2
M2,2024-01-02T01:20:00,72.81,24.23
M2,2024-01-02T01:30:00,68.62,24.75
M2,2024-01-02T01:40:00,65.2,25.51
M2,2024-01-02T01:50:00,71.42,24.92
M2,2024-01-02T02:00:00,62.13,24.99
M2,2024-01-02T02:10:00,64.87,26.15
M2,2024-01-02T02:20:00,57.85,25.2
M2,2024-01-02T02:30:00,76.37,26.08
M2,2024-01-02T02:40:00,70.83,24.81
M2,2024-01-02T02:50:00,69.42,24.15
M2,2024-01-02T03:00:00,71.17,24.57
M2,2024-01-02T03:10:00,65.33,24.6
M2,2024-01-02T03:20:00,68.49,25.76
M2,2024-01-02T03:30:00,77.31,23.93
M2,2024-01-02T03:40:00,67.96,25.24
M2,2024-01-02T03:50:00,66.6,25.45
M2,2024-01-02T04:00:00,72.74,26.43
M2,2024-01-02T04:10:00,66.06,25.99
M2,2024-01-02T04:20:00,67.16,24.73
M2,2024-01-02T04:30:00,69.9,25.33
M2,2024-01-02T04:40:00,82.58,25.6
M2,2024-01-02T04:50:00,67.84,26.32
M2,2024-01-02T05:00:00,65.48,23.04
M2,2024-01-02T05:10:00,56.39,24.39
M2,2024-01-02T05:20:00,64.51,25.99
M2,2024-01-02T05:30:00,71.2,25.55
M2,2024-01-02T05:40:00,64.17,24.59
M2,2024-01-02T05:50:00,75.08,24.68
M2,2024-01-02T06:00:00,59.41,26.24
M2,2024-01-02T06:10:00,69.02,24.98
M2,2024-01-02T06:20:00,68.86,24.21
M2,2024-01-02T06:30:00,64.68,25.2
M2,2024-01-02T06:40:00,64.99,25.52
M2,2024-01-02T06:50:00,71.36,23.65
M2,2024-01-02T07:00:00,57.32,25.13
M2,2024-01-02T07:10:00,69.57,25.18
M2,2024-01-02T07:20:00,70.62,25.67
M2,2024-01-02T07:30:00,69.05,24.76
M2,2024-01-02T07:40:00,62.17,25.15
M2,2024-01-02T07:50:00,72.54,24.88
M2,2024-01-02T08:00:00,68.26,24.94
M2,2024-01-02T08:10:00,64.32,24.91
M2,2024-01-02T08:20:00,65.89,25.42
M2,2024-01-02T08:30:00,69.57,24.74
M2,2024-01-02T08:40:00,71.44,24.47
M2,2024-01-02T08:50:00,68.84,26.84
M2,2024-01-02T09:00:00,57.57,24.7
M2,2024-01-02T09:10:00,61.73,23.93
M2,2024-01-02T09:20:00,69.14,25.9
M2,2024-01-02T09:30:00,66.48,24.83
M2,2024-01-02T09:40:00,67.42,24.53
M2,2024-01-02T09:50:00,67.35,26.16
M2,2024-01-02T10:00:00,86.04,26.16
M2,2024-01-02T10:10:00,71.88,25.5
M2,2024-01-02T10:20:00,70.27,27.69
M2,2024-01-02T10:30:00,63.73,23.17
M2,2024-01-02T10:40:00,71.43,25.23
M2,2024-01-02T10:50:00,75.06,26.31
M2,2024-01-02T11:00:00,61.93,25.78
M2,2024-01-02T11:10:00,65.77,24.16
M2,2024-01-02T11:20:00,69.12,25.14
M2,2024-01-02T11:30:00,67.22,26.7
M2,2024-01-02T11:40:00,66.47,24.82
M2,2024-01-02T11:50:00,63.94,24.96
M2,2024-01-02T12:00:00,65.9,22.93
M2,2024-01-02T12:10:00,59.48,25.76
M2,2024-01-02T12:20:00,65.98,25.01
M2,2024-01-02T12:30:00,84.07,24.25
M2,2024-01-02T12:40:00,69.4,27.73
M2,2024-01-02T12:50:00,66.2,25.67
M2,2024-01-02T13:00:00,62.57,25.27
M2,2024-01-02T13:10:00,72.38,25.02
M2,2024-01-02T13:20:00,65.0,24.35
M2,2024-01-02T13:30:00,57.98,23.42
M2,2024-01-02T13:40:00,70.86,26.53
M2,2024-01-02T13:50:00,64.58,25.15
M2,2024-01-02T14:00:00,67.72,24.39
M2,2024-01-02T14:10:00,65.66,24.11
M2,2024-01-02T14:20:00,62.56,24.69
M2,2024-01-02T14:30:00,66.34,25.08
M2,2024-01-02T14:40:00,69.56,24.83
M2,2024-01-02T14:50:00,61.55,26.41
M2,2024-01-02T15:00:00,68.03,25.76
M2,2024-01-02T15:10:00,63.94,25.36
M2,2024-01-02T15:20:00,67.29,24.26
M2,2024-01-02T15:30:00,66.83,24.79
M2,2024-01-02T15:40:00,80.39,24.51
M2,2024-01-02T15:50:00,85.48,23.97
M2,2024-01-02T16:00:00,71.28,26.29
M2,2024-01-02T16:10:00,63.77,26.78
M2,2024-01-02T16:20:00,62.28,23.91
M2,2024-01-02T16:30:00,73.96,24.75
M2,2024-01-02T16:40:00,57.9,24.31
M2,2024-01-02T16:50:00,73.52,23.34
M2,2024-01-02T17:00:00,62.07,26.48
M2,2024-01-02T17:10:00,61.47,24.79
M2,2024-01-02T17:20:00,62.18,24.57
M2,2024-01-02T17:30:00,88.93,26.4
M2,2024-01-02T17:40:00,66.25,24.29
M2,2024-01-02T17:50:00,71.82,26.62
M2,2024-01-02T18:00:00,76.46,24.54
M2,2024-01-02T18:10:00,64.63,24.99
M2,2024-01-02T18:20:00,66.49,25.41
M2,2024-01-02T18:30:00,84.73,24.63
M2,2024-01-02T18:40:00,57.98,24.65
M2,2024-01-02T18:50:00,70.48,24.67
M2,2024-01-02T19:00:00,59.3,23.51
M2,2024-01-02T19:10:00,61.03,25.14
M2,2024-01-02T19:20:00,74.86,25.25
M2,2024-01-02T19:30:00,57.99,24.46
M2,2024-01-02T19:40:00,60.69,24.13
M2,2024-01-02T19:50:00,57.1,25.75
M2,2024-01-02T20:00:00,66.14,23.89
M2,2024-01-02T20:10:00,54.35,24.71
M2,2024-01-02T20:20:00,68.46,25.9
M2,2024-01-02T20:30:00,60.85,25.5
M2,2024-01-02T20:40:00,66.85,24.43
M2,2024-01-02T20:50:00,68.27,25.47
M2,2024-01-02T21:00:00,65.19,25.28
M2,2024-01-02T21:10:00,70.11,24.63
M2,2024-01-02T21:20:00,66.38,23.83
M2,2024-01-02T21:30:00,72.63,24.95
M2,2024-01-02T21:40:00,59.76,24.16
M2,2024-01-02T21:50:00,64.02,26.37
M2,2024-01-02T22:00:00,80.58,24.73
M2,2024-01-02T22:10:00,66.73,25.29
M2,2024-01-02T22:20:00,69.07,26.49
M2,2024-01-02T22:30:00,66.01,24.85
M2,2024-01-02T22:40:00,72.83,24.8
M2,2024-01-02T22:50:00,69.97,22.06
M2,2024-01-02T23:00:00,76.79,24.76
M2,2024-01-02T23:10:00,63.14,25.41
M2,2024-01-02T23:20:00,72.73,24.47
M2,2024-01-02T23:30:00,71.77,25.51
M2,2024-01-02T23:40:00,69.58,25.72
M2,2024-01-02T23:50:00,71.0,25.75
M2,2024-01-03T00:00:00,69.92,25.45
M2,2024-01-03T00:10:00,66.87,24.12
M2,2024-01-03T00:20:00,80.08,23.37
M2,2024-01-03T00:30:00,82.62,24.69
M2,2024-01-03T00:40:00,67.15,25.61
M2,2024-01-03T00:50:00,67.01,24.18
M2,2024-01-03T01:00:00,66.1,25.08
M2,2024-01-03T01:10:00,80.18,24.24
M2,2024-01-03T01:20:00,71.36,24.37
M2,2024-01-03T01:30:00,71.15,24.81
M2,2024-01-03T01:40:00,59.3,24.87
M2,2024-01-03T01:50:00,67.3,25.28
M2,2024-01-03T02:00:00,62.73,25.34
M2,2024-01-03T02:10:00,51.9,25.18
M2,2024-01-03T02:20:00,63.76,25.19
M2,2024-01-03T02:30:00,71.04,24.03
M2,2024-01-03T02:40:00,68.18,26.37
M2,2024-01-03T02:50:00,68.96,24.49
M2,2024-01-03T03:00:00,57.83,24.97
M2,2024-01-03T03:10:00,64.38,25.15
M2,2024-01-03T03:20:00,63.87,25.02
M2,2024-01-03T03:30:00,65.36,25.16
M2,2024-01-03T03:40:00,62.71,26.13
M2,2024-01-03T03:50:00,60.27,24.18
M2,2024-01-03T04:00:00,72.14,24.34
M2,2024-01-03T04:10:00,71.25,24.86
M2,2024-01-03T04:20:00,66.67,26.98
M2,2024-01-03T04:30:00,74.11,25.93
M2,2024-01-03T04:40:00,86.57,24.18
M2,2024-01-03T04:50:00,67.44,25.2
M2,2024-01-03T05:00:00,68.02,24.72
M2,2024-01-03T05:10:00,66.3,24.55
M2,2024-01-03T05:20:00,52.84,25.02
M2,2024-01-03T05:30:00,64.25,23.78
M2,2024-01-03T05:40:00,73.18,24.68
M2,2024-01-03T05:50:00,70.11,23.86
M2,2024-01-03T06:00:00,65.63,25.37
M2,2024-01-03T06:10:00,59.23,25.82
M2,2024-01-03T06:20:00,73.37,25.81
M2,2024-01-03T06:30:00,61.05,26.64
M2,2024-01-03T06:40:00,67.96,24.85
M2,2024-01-03T06:50:00,64.28,24.84
M2,2024-01-03T07:00:00,58.28,25.12
M2,2024-01-03T07:10:00,65.86,24.01
M2,2024-01-03T07:20:00,70.89,22.59
M2,2024-01-03T07:30:00,66.9,24.74
M2,2024-01-03T07:40:00,77.09,25.22
M2,2024-01-03T07:50:00,70.58,25.72
M2,2024-01-03T08:00:00,65.81,25.19
M2,2024-01-03T08:10:00,67.51,26.55
M2,2024-01-03T08:20:00,71.94,23.65
M2,2024-01-03T08:30:00,67.87,25.24
M2,2024-01-03T08:40:00,55.63,24.06
M2,2024-01-03T08:50:00,66.48,23.36
M2,2024-01-03T09:00:00,63.52,24.96
M2,2024-01-03T09:10:00,67.1,25.23
M2,2024-01-03T09:20:00,65.97,24.35
M2,2024-01-03T09:30:00,65.12,24.68
M2,2024-01-03T09:40:00,68.97,26.41
M2,2024-01-03T09:50:00,69.49,26.14
M2,2024-01-03T10:00:00,61.15,25.85
M2,2024-01-03T10:10:00,65.83,25.47
M2,2024-01-03T10:20:00,68.65,25.62
M2,2024-01-03T10:30:00,82.49,27.09
M2,2024-01-03T10:40:00,67.19,25.58
M2,2024-01-03T10:50:00,77.12,25.01
M2,2024-01-03T11:00:00,87.52,24.38
M2,2024-01-03T11:10:00,55.94,26.53
M2,2024-01-03T11:20:00,84.4,23.77
M2,2024-01-03T11:30:00,64.85,25.59
M2,2024-01-03T11:40:00,67.24,25.33
M2,2024-01-03T11:50:00,77.12,23.64
M2,2024-01-03T12:00:00,85.49,25.04
M2,2024-01-03T12:10:00,69.13,25.02
M2,2024-01-03T12:20:00,66.58,23.76
M2,2024-01-03T12:30:00,70.6,23.71
M2,2024-01-03T12:40:00,68.16,23.8
M2,2024-01-03T12:50:00,65.43,25.0
M2,2024-01-03T13:00:00,86.86,24.79
M2,2024-01-03T13:10:00,60.75,25.6
M2,2024-01-03T13:20:00,69.35,25.71
M2,2024-01-03T13:30:00,64.82,24.93
M2,2024-01-03T13:40:00,63.02,25.34
M2,2024-01-03T13:50:00,70.72,24.82
M2,2024-01-03T14:00:00,60.28,23.4
M2,2024-01-03T14:10:00,57.67,26.01
M2,2024-01-03T14:20:00,69.03,23.42
M2,2024-01-03T14:30:00,60.94,25.73
M2,2024-01-03T14:40:00,59.37,25.03
M2,2024-01-03T14:50:00,83.78,25.69
M2,2024-01-03T15:00:00,59.3,26.98
M2,2024-01-03T15:10:00,75.09,25.1
M2,2024-01-03T15:20:00,70.9,24.71
M2,2024-01-03T15:30:00,66.05,25.92
M2,2024-01-03T15:40:00,65.2,21.53
M2,2024-01-03T15:50:00,60.74,25.36
M2,2024-01-03T16:00:00,65.17,25.44
M2,2024-01-03T16:10:00,77.19,25.2
M2,2024-01-03T16:20:00,64.61,25.96
M2,2024-01-03T16:30:00,70.4,26.19
M2,2024-01-03T16:40:00,67.55,26.05
M2,2024-01-03T16:50:00,64.48,24.92
M2,2024-01-03T17:00:00,70.45,22.44
M2,2024-01-03T17:10:00,81.74,23.91
M2,2024-01-03T17:20:00,73.09,25.82
M2,2024-01-03T17:30:00,58.37,24.32
M2,2024-01-03T17:40:00,71.32,25.58
M2,2024-01-03T17:50:00,70.92,24.75
M2,2024-01-03T18:00:00,74.3,23.28
M2,2024-01-03T18:10:00,67.43,24.19
M2,2024-01-03T18:20:00,69.4,24.43
M2,2024-01-03T18:30:00,70.25,23.5
M2,2024-01-03T18:40:00,71.85,25.8
M2,2024-01-03T18:50:00,76.98,28.11
M2,2024-01-03T19:00:00,72.41,26.0
M2,2024-01-03T19:10:00,68.15,25.5
M2,2024-01-03T19:20:00,64.89,25.68
M2,2024-01-03T19:30:00,64.21,23.9
M2,2024-01-03T19:40:00,72.29,25.94
M2,2024-01-03T19:50:00,66.97,25.67
M2,2024-01-03T20:00:00,69.27,24.47
M2,2024-01-03T20:10:00,65.53,24.93
M2,2024-01-03T20:20:00,66.7,25.45
M2,2024-01-03T20:30:00,71.45,25.58
M2,2024-01-03T20:40:00,76.1,25.04
M2,2024-01-03T20:50:00,69.46,24.47
M2,2024-01-03T21:00:00,62.02,24.72
M2,2024-01-03T21:10:00,64.61,24.14
M2,2024-01-03T21:20:00,68.88,25.81
M2,2024-01-03T21:30:00,70.42,23.63
M2,2024-01-03T21:40:00,67.35,24.36
M2,2024-01-03T21:50:00,61.85,23.65
M2,2024-01-03T22:00:00,73.09,24.13
M2,2024-01-03T22:10:00,64.32,23.29
M2,2024-01-03T22:20:00,64.84,24.84
M2,2024-01-03T22:30:00,67.8,25.5
M2,2024-01-03T22:40:00,61.07,25.52
M2,2024-01-03T22:50:00,64.93,25.26
M2,2024-01-03T23:00:00,64.46,23.33
M2,2024-01-03T23:10:00,67.16,24.24
M2,2024-01-03T23:20:00,74.57,24.39
M2,2024-01-03T23:30:00,57.77,24.07
M2,2024-01-03T23:40:00,62.86,24.34
M2,2024-01-03T23:50:00,62.39,24.0
M3,2024-01-01T00:00:00,67.44,25.4
M3,2024-01-01T00:10:00,83.36,24.73
M3,2024-01-01T00:20:00,74.49,26.25
M3,2024-01-01T00:30:00,71.06,23.85
M3,2024-01-01T00:40:00,59.13,25.93
M3,2024-01-01T00:50:00,72.09,25.27
M3,2024-01-01T01:00:00,65.93,25.28
M3,2024-01-01T01:10:00,72.24,26.17
M3,2024-01-01T01:20:00,67.22,24.74
M3,2024-01-01T01:30:00,69.86,24.94
M3,2024-01-01T01:40:00,65.07,25.42
M3,2024-01-01T01:50:00,66.88,24.83
M3,2024-01-01T02:00:00,68.58,25.19
M3,2024-01-01T02:10:00,64.82,23.39
M3,2024-01-01T02:20:00,67.08,24.91
M3,2024-01-01T02:30:00,60.54,25.69
M3,2024-01-01T02:40:00,68.8,25.57
M3,2024-01-01T02:50:00,82.65,24.31
M3,2024-01-01T03:00:00,75.53,24.7
M3,2024-01-01T03:10:00,64.1,25.24
M3,2024-01-01T03:20:00,69.04,25.45
M3,2024-01-01T03:30:00,67.38,25.74
M3,2024-01-01T03:40:00,74.09,25.68
M3,2024-01-01T03:50:00,63.18,25.04
M3,2024-01-01T04:00:00,67.77,25.77
M3,2024-01-01T04:10:00,63.07,23.62
M3,2024-01-01T04:20:00,72.53,25.64
M3,2024-01-01T04:30:00,60.31,25.69
M3,2024-01-01T04:40:00,58.92,22.96
M3,2024-01-01T04:50:00,64.25,25.86
M3,2024-01-01T05:00:00,63.55,25.0
M3,2024-01-01T05:10:00,64.53,26.44
M3,2024-01-01T05:20:00,63.5,24.51
M3,2024-01-01T05:30:00,70.95,25.34
M3,2024-01-01T05:40:00,63.53,25.33
M3,2024-01-01T05:50:00,61.57,24.17
M3,2024-01-01T06:00:00,56.28,25.53
M3,2024-01-01T06:10:00,69.41,25.55
M3,2024-01-01T06:20:00,61.27,23.64
M3,2024-01-01T06:30:00,65.85,24.15
M3,2024-01-01T06:40:00,60.0,25.01
M3,2024-01-01T06:50:00,71.61,25.48
M3,2024-01-01T07:00:00,65.05,26.59
M3,2024-01-01T07:10:00,69.37,24.07
M3,2024-01-01T07:20:00,61.81,25.74
M3,2024-01-01T07:30:00,71.88,25.92
M3,2024-01-01T07:40:00,65.59,25.42
M3,2024-01-01T07:50:00,65.91,24.69
M3,2024-01-01T08:00:00,59.91,25.6
M3,2024-01-01T08:10:00,80.87,24.44
M3,2024-01-01T08:20:00,67.56,25.45
M3,2024-01-01T08:30:00,59.07,23.12
M3,2024-01-01T08:40:00,72.43,26.06
M3,2024-01-01T08:50:00,53.82,25.0
M3,2024-01-01T09:00:00,69.74,27.22
M3,2024-01-01T09:10:00,62.37,25.26
M3,2024-01-01T09:20:00,69.17,24.19
M3,2024-01-01T09:30:00,71.29,24.77
M3,2024-01-01T09:40:00,53.58,25.26
M3,2024-01-01T09:50:00,92.86,23.89
M3,2024-01-01T10:00:00,61.52,25.84
M3,2024-01-01T10:10:00,85.84,26.76
M3,2024-01-01T10:20:00,68.81,25.34
M3,2024-01-01T10:30:00,72.48,24.37
M3,2024-01-01T10:40:00,68.67,24.7
M3,2024-01-01T10:50:00,63.0,24.94
M3,2024-01-01T11:00:00,65.62,25.94
M3,2024-01-01T11:10:00,63.97,25.21
M3,2024-01-01T11:20:00,65.53,26.35
M3,2024-01-01T11:30:00,57.62,25.62
M3,2024-01-01T11:40:00,60.73,23.53
M3,2024-01-01T11:50:00,83.19,22.79
M3,2024-01-01T12:00:00,73.45,25.97
M3,2024-01-01T12:10:00,86.95,23.86
M3,2024-01-01T12:20:00,68.34,26.51
M3,2024-01-01T12:30:00,86.37,26.46
M3,2024-01-01T12:40:00,70.76,25.62
M3,2024-01-01T12:50:00,69.05,24.14
M3,2024-01-01T13:00:00,63.4,25.53
M3,2024-01-01T13:10:00,68.48,25.46
M3,2024-01-01T13:20:00,69.71,26.44
M3,2024-01-01T13:30:00,67.95,25.94
M3,2024-01-01T13:40:00,66.54,23.78
M3,2024-01-01T13:50:00,62.76,24.35
M3,2024-01-01T14:00:00,63.21,24.31
M3,2024-01-01T14:10:00,67.08,25.9
M3,2024-01-01T14:20:00,68.11,24.52
M3,2024-01-01T14:30:00,69.55,26.03
M3,2024-01-01T14:40:00,71.63,23.9
M3,2024-01-01T14:50:00,67.86,25.55
M3,2024-01-01T15:00:00,62.91,24.39
M3,2024-01-01T15:10:00,69.32,23.63
M3,2024-01-01T15:20:00,72.22,25.54
M3,2024-01-01T15:30:00,63.52,25.58
M3,2024-01-01T15:40:00,62.25,26.43
M3,2024-01-01T15:50:00,68.75,23.44
M3,2024-01-01T16:00:00,81.29,26.16
M3,2024-01-01T16:10:00,65.35,25.73
M3,2024-01-01T16:20:00,64.65,25.64
M3,2024-01-01T16:30:00,70.78,25.61
M3,2024-01-01T16:40:00,66.51,24.5
M3,2024-01-01T16:50:00,66.8,24.87
M3,2024-01-01T17:00:00,57.94,25.64
M3,2024-01-01T17:10:00,70.11,26.33
M3,2024-01-01T17:20:00,72.36,27.02
M3,2024-01-01T17:30:00,68.25,26.05
M3,2024-01-01T17:40:00,75.84,24.51
M3,2024-01-01T17:50:00,69.5,23.6
M3,2024-01-01T18:00:00,65.97,25.56
M3,2024-01-01T18:10:00,70.13,25.89
M3,2024-01-01T18:20:00,66.67,24.35
M3,2024-01-01T18:30:00,61.71,26.48
M3,2024-01-01T18:40:00,67.01,23.72
M3,2024-01-01T18:50:00,72.06,26.34
M3,2024-01-01T19:00:00,69.02,23.98
M3,2024-01-01T19:10:00,69.81,24.12
M3,2024-01-01T19:20:00,71.76,25.47
M3,2024-01-01T19:30:00,74.77,25.85
M3,2024-01-01T19:40:00,62.1,28.06
M3,2024-01-01T19:50:00,68.21,23.85
M3,2024-01-01T20:00:00,67.76,25.77
M3,2024-01-01T20:10:00,64.67,24.85
M3,2024-01-01T20:20:00,82.58,24.85
M3,2024-01-01T20:30:00,61.35,25.62
M3,2024-01-01T20:40:00,66.17,25.21
M3,2024-01-01T20:50:00,71.48,24.37
M3,2024-01-01T21:00:00,68.44,25.07
M3,2024-01-01T21:10:00,64.42,24.8
M3,2024-01-01T21:20:00,68.72,25.31
M3,2024-01-01T21:30:00,65.97,24.25
M3,2024-01-01T21:40:00,83.02,24.3
M3,2024-01-01T21:50:00,64.54,24.72
M3,2024-01-01T22:00:00,58.49,24.54
M3,2024-01-01T22:10:00,60.98,23.96
M3,2024-01-01T22:20:00,65.09,24.42
M3,2024-01-01T22:30:00,64.72,25.18
M3,2024-01-01T22:40:00,65.1,25.33
M3,2024-01-01T22:50:00,66.84,24.15
M3,2024-01-01T23:00:00,73.76,25.28
M3,2024-01-01T23:10:00,67.92,27.69
M3,2024-01-01T23:20:00,59.87,25.78
M3,2024-01-01T23:30:00,66.6,24.17
M3,2024-01-01T23:40:00,61.07,22.68
M3,2024-01-01T23:50:00,76.16,25.81
M3,2024-01-02T00:00:00,64.93,25.81
M3,2024-01-02T00:10:00,65.61,25.85
M3,2024-01-02T00:20:00,75.51,24.93
M3,2024-01-02T00:30:00,73.23,24.94
M3,2024-01-02T00:40:00,65.63,26.05
M3,2024-01-02T00:50:00,74.81,24.73
M3,2024-01-02T01:00:00,68.31,23.74
M3,2024-01-02T01:10:00,78.09,24.84
M3,2024-01-02T01:20:00,56.52,25.86
M3,2024-01-02T01:30:00,68.08,23.9
M3,2024-01-02T01:40:00,62.46,24.28
M3,2024-01-02T01:50:00,64.26,25.83
M3,2024-01-02T02:00:00,67.34,25.45
M3,2024-01-02T02:10:00,73.09,24.49
M3,2024-01-02T02:20:00,67.58,24.16
M3,2024-01-02T02:30:00,64.34,25.48
M3,2024-01-02T02:40:00,63.59,24.32
M3,2024-01-02T02:50:00,62.81,24.11
M3,2024-01-02T03:00:00,85.89,25.38
M3,2024-01-02T03:10:00,63.81,25.46
M3,2024-01-02T03:20:00,63.43,24.74
M3,2024-01-02T03:30:00,62.32,24.33
M3,2024-01-02T03:40:00,66.65,25.89
M3,2024-01-02T03:50:00,63.97,25.46
M3,2024-01-02T04:00:00,76.7,23.6
M3,2024-01-02T04:10:00,64.37,26.39
M3,2024-01-02T04:20:00,64.0,23.89
M3,2024-01-02T04:30:00,70.84,25.22
M3,2024-01-02T04:40:00,63.75,25.0
M3,2024-01-02T04:50:00,78.75,26.72
M3,2024-01-02T05:00:00,59.23,24.7
M3,2024-01-02T05:10:00,83.29,25.33
M3,2024-01-02T05:20:00,62.93,24.45
M3,2024-01-02T05:30:00,64.75,26.26
M3,2024-01-02T05:40:00,68.63,24.55
M3,2024-01-02T05:50:00,70.43,26.85
M3,2024-01-02T06:00:00,63.8,24.83
M3,2024-01-02T06:10:00,85.29,26.3
M3,2024-01-02T06:20:00,63.49,23.8
M3,2024-01-02T06:30:00,85.28,25.25
M3,2024-01-02T06:40:00,70.48,23.54
M3,2024-01-02T06:50:00,71.35,24.54
M3,2024-01-02T07:00:00,68.66,25.53
M3,2024-01-02T07:10:00,71.38,26.47
M3,2024-01-02T07:20:00,61.56,23.72
M3,2024-01-02T07:30:00,80.08,24.61
M3,2024-01-02T07:40:00,64.66,23.85
M3,2024-01-02T07:50:00,68.62,23.85
M3,2024-01-02T08:00:00,66.72,25.48
M3,2024-01-02T08:10:00,66.07,23.37
M3,2024-01-02T08:20:00,71.12,25.82
M3,2024-01-02T08:30:00,62.26,26.75
M3,2024-01-02T08:40:00,65.65,25.59
M3,2024-01-02T08:50:00,62.88,24.39
M3,2024-01-02T09:00:00,62.82,23.12
M3,2024-01-02T09:10:00,68.76,24.43
M3,2024-01-02T09:20:00,66.69,23.15
M3,2024-01-02T09:30:00,60.16,26.99
M3,2024-01-02T09:40:00,67.61,23.99
M3,2024-01-02T09:50:00,73.32,24.15
M3,2024-01-02T10:00:00,76.55,25.81
M3,2024-01-02T10:10:00,58.73,24.04
M3,2024-01-02T10:20:00,86.4,25.51
M3,2024-01-02T10:30:00,61.35,27.41
M3,2024-01-02T10:40:00,67.74,24.32
M3,2024-01-02T10:50:00,67.36,24.79
M3,2024-01-02T11:00:00,58.28,25.58
M3,2024-01-02T11:10:00,57.46,24.14
M3,2024-01-02T11:20:00,85.39,24.7
M3,2024-01-02T11:30:00,69.78,23.66
M3,2024-01-02T11:40:00,57.67,26.03
M3,2024-01-02T11:50:00,66.53,26.33
M3,2024-01-02T12:00:00,72.77,24.48
M3,2024-01-02T12:10:00,59.4,22.17
M3,2024-01-02T12:20:00,64.22,23.7
M3,2024-01-02T12:30:00,64.94,26.15
M3,2024-01-02T12:40:00,69.05,24.81
M3,2024-01-02T12:50:00,67.95,25.45
M3,2024-01-02T13:00:00,66.87,24.49
M3,2024-01-02T13:10:00,69.27,24.02
M3,2024-01-02T13:20:00,75.62,25.5
M3,2024-01-02T13:30:00,82.11,24.79
M3,2024-01-02T13:40:00,67.9,25.49
M3,2024-01-02T13:50:00,87.14,22.95
M3,2024-01-02T14:00:00,69.02,25.43
M3,2024-01-02T14:10:00,60.14,24.29
M3,2024-01-02T14:20:00,61.65,23.21
M3,2024-01-02T14:30:00,64.22,25.2
M3,2024-01-02T14:40:00,65.11,24.65
M3,2024-01-02T14:50:00,66.53,24.47
M3,2024-01-02T15:00:00,67.77,26.02
M3,2024-01-02T15:10:00,75.77,25.02
M3,2024-01-02T15:20:00,68.77,24.74
M3,2024-01-02T15:30:00,68.13,25.69
M3,2024-01-02T15:40:00,74.32,24.44
M3,2024-01-02T15:50:00,63.33,26.82
M3,2024-01-02T16:00:00,65.51,25.27
M3,2024-01-02T16:10:00,73.0,25.14
M3,2024-01-02T16:20:00,70.66,24.79
M3,2024-01-02T16:30:00,66.72,26.22
M3,2024-01-02T16:40:00,70.36,23.24
M3,2024-01-02T16:50:00,66.53,25.42
M3,2024-01-02T17:00:00,73.54,23.82
M3,2024-01-02T17:10:00,66.35,25.58
M3,2024-01-02T17:20:00,67.37,24.66
M3,2024-01-02T17:30:00,63.35,25.36
M3,2024-01-02T17:40:00,69.22,23.85
M3,2024-01-02T17:50:00,69.25,23.13
M3,2024-01-02T18:00:00,65.36,24.66
M3,2024-01-02T18:10:00,68.94,25.25
M3,2024-01-02T18:20:00,62.8,24.78
M3,2024-01-02T18:30:00,88.15,26.66
M3,2024-01-02T18:40:00,65.13,24.49
M3,2024-01-02T18:50:00,66.3,25.74
M3,2024-01-02T19:00:00,85.25,24.48
M3,2024-01-02T19:10:00,67.36,24.59
M3,2024-01-02T19:20:00,82.97,26.0
M3,2024-01-02T19:30:00,79.81,26.49
M3,2024-01-02T19:40:00,58.33,25.34
M3,2024-01-02T19:50:00,69.37,24.73
M3,2024-01-02T20:00:00,63.85,25.07
M3,2024-01-02T20:10:00,69.16,25.47
M3,2024-01-02T20:20:00,70.18,24.45
M3,2024-01-02T20:30:00,66.45,24.1
M3,2024-01-02T20:40:00,70.39,24.22
M3,2024-01-02T20:50:00,76.28,24.63
M3,2024-01-02T21:00:00,70.37,22.63
M3,2024-01-02T21:10:00,73.64,25.31
M3,2024-01-02T21:20:00,66.14,24.83
M3,2024-01-02T21:30:00,61.23,23.25
M3,2024-01-02T21:40:00,74.84,24.14
M3,2024-01-02T21:50:00,60.41,25.78
M3,2024-01-02T22:00:00,65.44,25.61
M3,2024-01-02T22:10:00,59.67,24.5
M3,2024-01-02T22:20:00,69.58,25.97
M3,2024-01-02T22:30:00,61.48,24.67
M3,2024-01-02T22:40:00,74.01,23.86
M3,2024-01-02T22:50:00,71.46,26.83
M3,2024-01-02T23:00:00,65.6,23.17
M3,2024-01-02T23:10:00,59.32,23.12
M3,2024-01-02T23:20:00,72.72,25.21
M3,2024-01-02T23:30:00,67.93,25.43
M3,2024-01-02T23:40:00,74.35,25.3
M3,2024-01-02T23:50:00,82.14,24.32
M3,2024-01-03T00:00:00,69.93,24.6
M3,2024-01-03T00:10:00,71.5,25.45
M3,2024-01-03T00:20:00,71.51,26.69
M3,2024-01-03T00:30:00,70.68,26.78
M3,2024-01-03T00:40:00,71.59,24.23
M3,2024-01-03T00:50:00,61.75,25.76
M3,2024-01-03T01:00:00,62.96,25.71
M3,2024-01-03T01:10:00,85.85,24.01
M3,2024-01-03T01:20:00,65.57,22.89
M3,2024-01-03T01:30:00,64.91,22.97
M3,2024-01-03T01:40:00,84.44,24.68
